ID,ConsentID or Water Group,IgnoreReasonID,Comment,CreatedBy,StartDate,EndDate
3150,CRC182762,Complicated Allocation,Bulk Import 25/01/3168,CH\KatieSi,25/01/2019,30/06/2019
3151,CRC182772,Complicated Allocation,Bulk Import 25/01/3169,CH\KatieSi,25/01/2019,30/06/2019
3152,CRC182776,Associated Permits Assumed,Bulk Import 25/01/3170,CH\KatieSi,25/01/2019,30/06/2019
3153,CRC182780,Consents with Associated WAPS,Bulk Import 25/01/3171,CH\KatieSi,25/01/2019,30/06/2019
3154,CRC182785,Associated Permits Assumed,Bulk Import 25/01/3172,CH\KatieSi,25/01/2019,30/06/2019
3155,CRC182809,Associated Permits Assumed,Bulk Import 25/01/3173,CH\KatieSi,25/01/2019,30/06/2019
3156,CRC182813,Consents with Associated WAPS,Bulk Import 25/01/3174,CH\KatieSi,25/01/2019,30/06/2019
3157,CRC182816,Consents with Associated WAPS,Bulk Import 25/01/3175,CH\KatieSi,25/01/2019,30/06/2019
3158,CRC182828,Under 5l/s,Bulk Import 25/01/3176,CH\KatieSi,25/01/2019,30/06/2019
3159,CRC182833,Consents with Associated WAPS,Bulk Import 25/01/3177,CH\KatieSi,25/01/2019,30/06/2019
3160,CRC182868,Regionally Significant,Bulk Import 25/01/3178,CH\KatieSi,25/01/2019,30/06/2019
3161,CRC182932,Regionally Significant,Bulk Import 25/01/3179,CH\KatieSi,25/01/2019,30/06/2019
3162,CRC182933,Regionally Significant,Bulk Import 25/01/3180,CH\KatieSi,25/01/2019,30/06/2019
3163,CRC183022,Consents with Associated WAPS,Bulk Import 25/01/3181,CH\KatieSi,25/01/2019,30/06/2019
3164,CRC183034,Complicated Allocation,Bulk Import 25/01/3182,CH\KatieSi,25/01/2019,30/06/2019
3165,CRC183036,Consents with Associated WAPS,Bulk Import 25/01/3183,CH\KatieSi,25/01/2019,30/06/2019
3166,CRC183037,Complicated Allocation,Bulk Import 25/01/3184,CH\KatieSi,25/01/2019,30/06/2019
3167,CRC183040,Complicated Allocation,Bulk Import 25/01/3185,CH\KatieSi,25/01/2019,30/06/2019
3168,CRC183057,Consents with Associated WAPS,Bulk Import 25/01/3186,CH\KatieSi,25/01/2019,30/06/2019
3169,CRC183067,Consents with Associated WAPS,Bulk Import 25/01/3187,CH\KatieSi,25/01/2019,30/06/2019
3170,CRC183070,Under 5l/s,Bulk Import 25/01/3188,CH\KatieSi,25/01/2019,30/06/2019
3171,CRC183073,Consents with Associated WAPS,Bulk Import 25/01/3189,CH\KatieSi,25/01/2019,30/06/2019
3172,CRC183077,Complicated Allocation,Bulk Import 25/01/3190,CH\KatieSi,25/01/2019,30/06/2019
3173,CRC183128,Consents with Associated WAPS,Bulk Import 25/01/3191,CH\KatieSi,25/01/2019,30/06/2019
3174,CRC183129,Consents with Associated WAPS,Bulk Import 25/01/3192,CH\KatieSi,25/01/2019,30/06/2019
3175,CRC183209,Consents with Associated WAPS,Bulk Import 25/01/3193,CH\KatieSi,25/01/2019,30/06/2019
3176,CRC183223,Consents with Associated WAPS,Bulk Import 25/01/3194,CH\KatieSi,25/01/2019,30/06/2019
3177,CRC183228,Under 5l/s,Bulk Import 25/01/3195,CH\KatieSi,25/01/2019,30/06/2019
3178,CRC183243,Complicated Allocation,Bulk Import 25/01/3196,CH\KatieSi,25/01/2019,30/06/2019
3179,CRC183253,Consents with Associated WAPS,Bulk Import 25/01/3197,CH\KatieSi,25/01/2019,30/06/2019
3180,CRC183277,Complicated Allocation,Bulk Import 25/01/3198,CH\KatieSi,25/01/2019,30/06/2019
3181,CRC183290,Complicated Allocation,Bulk Import 25/01/3199,CH\KatieSi,25/01/2019,30/06/2019
3182,CRC183360,Complicated Allocation,Bulk Import 25/01/3200,CH\KatieSi,25/01/2019,30/06/2019
3183,CRC183381,Consents with Associated WAPS,Bulk Import 25/01/3201,CH\KatieSi,25/01/2019,30/06/2019
3184,CRC183389,Consents with Associated WAPS,Bulk Import 25/01/3202,CH\KatieSi,25/01/2019,30/06/2019
3185,CRC183407,Consents with Associated WAPS,Bulk Import 25/01/3203,CH\KatieSi,25/01/2019,30/06/2019
3186,CRC183445,Consents with Associated WAPS,Bulk Import 25/01/3204,CH\KatieSi,25/01/2019,30/06/2019
3187,CRC183447,Consents with Associated WAPS,Bulk Import 25/01/3205,CH\KatieSi,25/01/2019,30/06/2019
3188,CRC183456,Associated Permits Assumed,Bulk Import 25/01/3206,CH\KatieSi,25/01/2019,30/06/2019
3189,CRC183472,Complicated Allocation,Bulk Import 25/01/3207,CH\KatieSi,25/01/2019,30/06/2019
3190,CRC183474,Consents with Associated WAPS,Bulk Import 25/01/3208,CH\KatieSi,25/01/2019,30/06/2019
3191,CRC183475,Associated Permits Assumed,Bulk Import 25/01/3209,CH\KatieSi,25/01/2019,30/06/2019
3192,CRC183483,Consents with Associated WAPS,Bulk Import 25/01/3210,CH\KatieSi,25/01/2019,30/06/2019
3193,CRC183490,Associated Permits Assumed,Bulk Import 25/01/3211,CH\KatieSi,25/01/2019,30/06/2019
3194,CRC183491,Under 5l/s,Bulk Import 25/01/3212,CH\KatieSi,25/01/2019,30/06/2019
3195,CRC183506,Complicated Allocation,Bulk Import 25/01/3213,CH\KatieSi,25/01/2019,30/06/2019
3196,CRC183510,Under 5l/s,Bulk Import 25/01/3214,CH\KatieSi,25/01/2019,30/06/2019
3197,CRC183524,Under 5l/s,Bulk Import 25/01/3215,CH\KatieSi,25/01/2019,30/06/2019
3198,CRC183551,Associated Permits Assumed,Bulk Import 25/01/3216,CH\KatieSi,25/01/2019,30/06/2019
3199,CRC183572,Under 5l/s,Bulk Import 25/01/3217,CH\KatieSi,25/01/2019,30/06/2019
3200,CRC183584,Consents with Associated WAPS,Bulk Import 25/01/3218,CH\KatieSi,25/01/2019,30/06/2019
3201,CRC183619,Under 5l/s,Bulk Import 25/01/3219,CH\KatieSi,25/01/2019,30/06/2019
3202,CRC183638,Under 5l/s,Bulk Import 25/01/3220,CH\KatieSi,25/01/2019,30/06/2019
3203,CRC183649,Consents with Associated WAPS,Bulk Import 25/01/3221,CH\KatieSi,25/01/2019,30/06/2019
3204,CRC183664,Associated Permits Assumed,Bulk Import 25/01/3222,CH\KatieSi,25/01/2019,30/06/2019
3205,CRC183667,Associated Permits Assumed,Bulk Import 25/01/3223,CH\KatieSi,25/01/2019,30/06/2019
3206,CRC183754,Associated Permits Assumed,Bulk Import 25/01/3224,CH\KatieSi,25/01/2019,30/06/2019
3207,CRC183758,Complicated Allocation,Bulk Import 25/01/3225,CH\KatieSi,25/01/2019,30/06/2019
3208,CRC183761,Consents with Associated WAPS,Bulk Import 25/01/3226,CH\KatieSi,25/01/2019,30/06/2019
3209,CRC183763,Consents with Associated WAPS,Bulk Import 25/01/3227,CH\KatieSi,25/01/2019,30/06/2019
3210,CRC183796,Complicated Allocation,Bulk Import 25/01/3228,CH\KatieSi,25/01/2019,30/06/2019
3211,CRC183798,Consents with Associated WAPS,Bulk Import 25/01/3229,CH\KatieSi,25/01/2019,30/06/2019
3212,CRC183800,Consents with Associated WAPS,Bulk Import 25/01/3230,CH\KatieSi,25/01/2019,30/06/2019
3213,CRC183819,Under 5l/s,Bulk Import 25/01/3231,CH\KatieSi,25/01/2019,30/06/2019
3214,CRC183850,Associated Permits Assumed,Bulk Import 25/01/3232,CH\KatieSi,25/01/2019,30/06/2019
3215,CRC183874,Consents with Associated WAPS,Bulk Import 25/01/3233,CH\KatieSi,25/01/2019,30/06/2019
3216,CRC183881,Under 5l/s,Bulk Import 25/01/3234,CH\KatieSi,25/01/2019,30/06/2019
3217,CRC183899,Under 5l/s,Bulk Import 25/01/3235,CH\KatieSi,25/01/2019,30/06/2019
3218,CRC183954,Complicated Allocation,Bulk Import 25/01/3236,CH\KatieSi,25/01/2019,30/06/2019
3219,CRC183997,Complicated Allocation,Bulk Import 25/01/3237,CH\KatieSi,25/01/2019,30/06/2019
3220,CRC184015,Associated Permits Assumed,Bulk Import 25/01/3238,CH\KatieSi,25/01/2019,30/06/2019
3221,CRC184053,Consents with Associated WAPS,Bulk Import 25/01/3239,CH\KatieSi,25/01/2019,30/06/2019
3222,CRC184057,Consents with Associated WAPS,Bulk Import 25/01/3240,CH\KatieSi,25/01/2019,30/06/2019
3223,CRC184059,Consents with Associated WAPS,Bulk Import 25/01/3241,CH\KatieSi,25/01/2019,30/06/2019
3224,CRC184063,Under 5l/s,Bulk Import 25/01/3242,CH\KatieSi,25/01/2019,30/06/2019
3225,CRC184093,Consents with Associated WAPS,Bulk Import 25/01/3243,CH\KatieSi,25/01/2019,30/06/2019
3226,CRC184109,Complicated Allocation,Bulk Import 25/01/3244,CH\KatieSi,25/01/2019,30/06/2019
3227,CRC184110,Complicated Allocation,Bulk Import 25/01/3245,CH\KatieSi,25/01/2019,30/06/2019
3228,CRC184126,Under 5l/s,Bulk Import 25/01/3246,CH\KatieSi,25/01/2019,30/06/2019
3229,CRC184131,Under 5l/s,Bulk Import 25/01/3247,CH\KatieSi,25/01/2019,30/06/2019
3230,CRC184171,Under 5l/s,Bulk Import 25/01/3248,CH\KatieSi,25/01/2019,30/06/2019
3231,CRC184177,Under 5l/s,Bulk Import 25/01/3249,CH\KatieSi,25/01/2019,30/06/2019
3232,CRC184240,Complicated Allocation,Bulk Import 25/01/3250,CH\KatieSi,25/01/2019,30/06/2019
3233,CRC184273,Consents with Associated WAPS,Bulk Import 25/01/3251,CH\KatieSi,25/01/2019,30/06/2019
3234,CRC184276,Associated Permits Assumed,Bulk Import 25/01/3252,CH\KatieSi,25/01/2019,30/06/2019
3235,CRC184299,Under 5l/s,Bulk Import 25/01/3253,CH\KatieSi,25/01/2019,30/06/2019
3236,CRC184301,Complicated Allocation,Bulk Import 25/01/3254,CH\KatieSi,25/01/2019,30/06/2019
3237,CRC184313,Complicated Allocation,Bulk Import 25/01/3255,CH\KatieSi,25/01/2019,30/06/2019
3238,CRC184363,Complicated Allocation,Bulk Import 25/01/3256,CH\KatieSi,25/01/2019,30/06/2019
3239,CRC184385,Complicated Allocation,Bulk Import 25/01/3257,CH\KatieSi,25/01/2019,30/06/2019
3240,CRC184422,Under 5l/s,Bulk Import 25/01/3258,CH\KatieSi,25/01/2019,30/06/2019
3241,CRC184467,Consents with Associated WAPS,Bulk Import 25/01/3259,CH\KatieSi,25/01/2019,30/06/2019
3242,CRC184480,Complicated Allocation,Bulk Import 25/01/3260,CH\KatieSi,25/01/2019,30/06/2019
3243,CRC184502,Consents with Associated WAPS,Bulk Import 25/01/3261,CH\KatieSi,25/01/2019,30/06/2019
3244,CRC184505,Under 5l/s,Bulk Import 25/01/3262,CH\KatieSi,25/01/2019,30/06/2019
3245,CRC184652,Complicated Allocation,Bulk Import 25/01/3263,CH\KatieSi,25/01/2019,30/06/2019
3246,CRC184662,Consents with Associated WAPS,Bulk Import 25/01/3264,CH\KatieSi,25/01/2019,30/06/2019
3247,CRC184664,Complicated Allocation,Bulk Import 25/01/3265,CH\KatieSi,25/01/2019,30/06/2019
3248,CRC184666,Complicated Allocation,Bulk Import 25/01/3266,CH\KatieSi,25/01/2019,30/06/2019
3249,CRC184676,Complicated Allocation,Bulk Import 25/01/3267,CH\KatieSi,25/01/2019,30/06/2019
3250,CRC184680,Complicated Allocation,Bulk Import 25/01/3268,CH\KatieSi,25/01/2019,30/06/2019
3251,CRC184682,Complicated Allocation,Bulk Import 25/01/3269,CH\KatieSi,25/01/2019,30/06/2019
3252,CRC184693,Associated Permits Assumed,Bulk Import 25/01/3270,CH\KatieSi,25/01/2019,30/06/2019
3253,CRC184714,Associated Permits Assumed,Bulk Import 25/01/3271,CH\KatieSi,25/01/2019,30/06/2019
3254,CRC184785,Complicated Allocation,Bulk Import 25/01/3272,CH\KatieSi,25/01/2019,30/06/2019
3255,CRC184806,Complicated Allocation,Bulk Import 25/01/3273,CH\KatieSi,25/01/2019,30/06/2019
3256,CRC184864,Consents with Associated WAPS,Bulk Import 25/01/3274,CH\KatieSi,25/01/2019,30/06/2019
3257,CRC184871,Consents with Associated WAPS,Bulk Import 25/01/3275,CH\KatieSi,25/01/2019,30/06/2019
3258,CRC184905,Associated Permits Assumed,Bulk Import 25/01/3276,CH\KatieSi,25/01/2019,30/06/2019
3259,CRC184915,Complicated Allocation,Bulk Import 25/01/3277,CH\KatieSi,25/01/2019,30/06/2019
3260,CRC184921,Complicated Allocation,Bulk Import 25/01/3278,CH\KatieSi,25/01/2019,30/06/2019
3261,CRC184942,Under 5l/s,Bulk Import 25/01/3279,CH\KatieSi,25/01/2019,30/06/2019
3262,CRC184969,Under 5l/s,Bulk Import 25/01/3280,CH\KatieSi,25/01/2019,30/06/2019
3263,CRC184971,Under 5l/s,Bulk Import 25/01/3281,CH\KatieSi,25/01/2019,30/06/2019
3264,CRC184987,Complicated Allocation,Bulk Import 25/01/3282,CH\KatieSi,25/01/2019,30/06/2019
3265,CRC185001,Complicated Allocation,Bulk Import 25/01/3283,CH\KatieSi,25/01/2019,30/06/2019
3266,CRC185011,Consents with Associated WAPS,Bulk Import 25/01/3284,CH\KatieSi,25/01/2019,30/06/2019
3267,CRC185013,Complicated Allocation,Bulk Import 25/01/3285,CH\KatieSi,25/01/2019,30/06/2019
3268,CRC185022,Complicated Allocation,Bulk Import 25/01/3286,CH\KatieSi,25/01/2019,30/06/2019
3269,CRC185040,Consents with Associated WAPS,Bulk Import 25/01/3287,CH\KatieSi,25/01/2019,30/06/2019
3270,CRC185110,Consents with Associated WAPS,Bulk Import 25/01/3288,CH\KatieSi,25/01/2019,30/06/2019
3271,CRC185154,Associated Permits Assumed,Bulk Import 25/01/3289,CH\KatieSi,25/01/2019,30/06/2019
3272,CRC185164,Consents with Associated WAPS,Bulk Import 25/01/3290,CH\KatieSi,25/01/2019,30/06/2019
3273,CRC185194,Associated Permits Assumed,Bulk Import 25/01/3291,CH\KatieSi,25/01/2019,30/06/2019
3274,CRC185243,Consents with Associated WAPS,Bulk Import 25/01/3292,CH\KatieSi,25/01/2019,30/06/2019
3275,CRC185252,Associated Permits Assumed,Bulk Import 25/01/3293,CH\KatieSi,25/01/2019,30/06/2019
3276,CRC185254,Consents with Associated WAPS,Bulk Import 25/01/3294,CH\KatieSi,25/01/2019,30/06/2019
3277,CRC185291,Under 5l/s,Bulk Import 25/01/3295,CH\KatieSi,25/01/2019,30/06/2019
3278,CRC185314,Associated Permits Confirmed,Bulk Import 25/01/3296,CH\KatieSi,25/01/2019,30/06/2019
3279,CRC185315,Associated Permits Assumed,Bulk Import 25/01/3297,CH\KatieSi,25/01/2019,30/06/2019
3280,CRC185321,Associated Permits Assumed,Bulk Import 25/01/3298,CH\KatieSi,25/01/2019,30/06/2019
3281,CRC185343,Associated Permits Assumed,Bulk Import 25/01/3299,CH\KatieSi,25/01/2019,30/06/2019
3282,CRC185359,Under 5l/s,Bulk Import 25/01/3300,CH\KatieSi,25/01/2019,30/06/2019
3283,CRC185383,Complicated Allocation,Bulk Import 25/01/3301,CH\KatieSi,25/01/2019,30/06/2019
3284,CRC185392,Under 5l/s,Bulk Import 25/01/3302,CH\KatieSi,25/01/2019,30/06/2019
3285,CRC185398,Consents with Associated WAPS,Bulk Import 25/01/3303,CH\KatieSi,25/01/2019,30/06/2019
3286,CRC185486,Under 5l/s,Bulk Import 25/01/3304,CH\KatieSi,25/01/2019,30/06/2019
3287,CRC185488,Complicated Allocation,Bulk Import 25/01/3305,CH\KatieSi,25/01/2019,30/06/2019
3288,CRC185517,Under 5l/s,Bulk Import 25/01/3306,CH\KatieSi,25/01/2019,30/06/2019
3289,CRC185518,Associated Permits Assumed,Bulk Import 25/01/3307,CH\KatieSi,25/01/2019,30/06/2019
3290,CRC185537,Associated Permits Assumed,Bulk Import 25/01/3308,CH\KatieSi,25/01/2019,30/06/2019
3291,CRC185544,Under 5l/s,Bulk Import 25/01/3309,CH\KatieSi,25/01/2019,30/06/2019
3292,CRC185585,Under 5l/s,Bulk Import 25/01/3310,CH\KatieSi,25/01/2019,30/06/2019
3293,CRC185615,Complicated Allocation,Bulk Import 25/01/3311,CH\KatieSi,25/01/2019,30/06/2019
3294,CRC185620,Associated Permits Assumed,Bulk Import 25/01/3312,CH\KatieSi,25/01/2019,30/06/2019
3295,CRC185637,Consents with Associated WAPS,Bulk Import 25/01/3313,CH\KatieSi,25/01/2019,30/06/2019
3296,CRC185720,Complicated Allocation,Bulk Import 25/01/3314,CH\KatieSi,25/01/2019,30/06/2019
3297,CRC185722,Associated Permits Assumed,Bulk Import 25/01/3315,CH\KatieSi,25/01/2019,30/06/2019
3298,CRC185738,Associated Permits Assumed,Bulk Import 25/01/3316,CH\KatieSi,25/01/2019,30/06/2019
3299,CRC185833,Associated Permits Assumed,Bulk Import 25/01/3317,CH\KatieSi,25/01/2019,30/06/2019
3300,CRC185836,Consents with Associated WAPS,Bulk Import 25/01/3318,CH\KatieSi,25/01/2019,30/06/2019
3301,CRC185874,Under 5l/s,Bulk Import 25/01/3319,CH\KatieSi,25/01/2019,30/06/2019
3302,CRC185887,Complicated Allocation,Bulk Import 25/01/3320,CH\KatieSi,25/01/2019,30/06/2019
3303,CRC185900,Under 5l/s,Bulk Import 25/01/3321,CH\KatieSi,25/01/2019,30/06/2019
3304,CRC185931,Under 5l/s,Bulk Import 25/01/3322,CH\KatieSi,25/01/2019,30/06/2019
3305,CRC185991,Associated Permits Assumed,Bulk Import 25/01/3323,CH\KatieSi,25/01/2019,30/06/2019
3306,CRC186006,Complicated Allocation,Bulk Import 25/01/3324,CH\KatieSi,25/01/2019,30/06/2019
3307,CRC186008,Complicated Allocation,Bulk Import 25/01/3325,CH\KatieSi,25/01/2019,30/06/2019
3308,CRC186036,Complicated Allocation,Bulk Import 25/01/3326,CH\KatieSi,25/01/2019,30/06/2019
3309,CRC186038,Complicated Allocation,Bulk Import 25/01/3327,CH\KatieSi,25/01/2019,30/06/2019
3310,CRC186075,Complicated Allocation,Bulk Import 25/01/3328,CH\KatieSi,25/01/2019,30/06/2019
3311,CRC186084,Under 5l/s,Bulk Import 25/01/3329,CH\KatieSi,25/01/2019,30/06/2019
3312,CRC186088,Consents with Associated WAPS,Bulk Import 25/01/3330,CH\KatieSi,25/01/2019,30/06/2019
3313,CRC186131,Associated Permits Assumed,Bulk Import 25/01/3331,CH\KatieSi,25/01/2019,30/06/2019
3314,CRC186144,Consents with Associated WAPS,Bulk Import 25/01/3332,CH\KatieSi,25/01/2019,30/06/2019
3315,CRC186196,Consents with Associated WAPS,Bulk Import 25/01/3333,CH\KatieSi,25/01/2019,30/06/2019
3316,CRC186211,Associated Permits Assumed,Bulk Import 25/01/3334,CH\KatieSi,25/01/2019,30/06/2019
3317,CRC186214,Complicated Allocation,Bulk Import 25/01/3335,CH\KatieSi,25/01/2019,30/06/2019
3318,CRC186215,Associated Permits Assumed,Bulk Import 25/01/3336,CH\KatieSi,25/01/2019,30/06/2019
3319,CRC186221,Complicated Allocation,Bulk Import 25/01/3337,CH\KatieSi,25/01/2019,30/06/2019
3320,CRC186226,Complicated Allocation,Bulk Import 25/01/3338,CH\KatieSi,25/01/2019,30/06/2019
3321,CRC186254,Complicated Allocation,Bulk Import 25/01/3339,CH\KatieSi,25/01/2019,30/06/2019
3322,CRC190044,Consents with Associated WAPS,Bulk Import 25/01/3340,CH\KatieSi,25/01/2019,30/06/2019
3323,CRC190084,Under 5l/s,Bulk Import 25/01/3341,CH\KatieSi,25/01/2019,30/06/2019
3324,CRC190085,Complicated Allocation,Bulk Import 25/01/3342,CH\KatieSi,25/01/2019,30/06/2019
3325,CRC190086,Complicated Allocation,Bulk Import 25/01/3343,CH\KatieSi,25/01/2019,30/06/2019
3326,CRC190120,Complicated Allocation,Bulk Import 25/01/3344,CH\KatieSi,25/01/2019,30/06/2019
3327,CRC190123,Complicated Allocation,Bulk Import 25/01/3345,CH\KatieSi,25/01/2019,30/06/2019
3328,CRC190124,Complicated Allocation,Bulk Import 25/01/3346,CH\KatieSi,25/01/2019,30/06/2019
3329,CRC190158,Under 5l/s,Bulk Import 25/01/3347,CH\KatieSi,25/01/2019,30/06/2019
3330,CRC190167,Complicated Allocation,Bulk Import 25/01/3348,CH\KatieSi,25/01/2019,30/06/2019
3331,CRC190175,Under 5l/s,Bulk Import 25/01/3349,CH\KatieSi,25/01/2019,30/06/2019
3332,CRC190180,Associated Permits Assumed,Bulk Import 25/01/3350,CH\KatieSi,25/01/2019,30/06/2019
3333,CRC190208,Under 5l/s,Bulk Import 25/01/3351,CH\KatieSi,25/01/2019,30/06/2019
3334,CRC190242,Under 5l/s,Bulk Import 25/01/3352,CH\KatieSi,25/01/2019,30/06/2019
3335,CRC190279,Consents with Associated WAPS,Bulk Import 25/01/3353,CH\KatieSi,25/01/2019,30/06/2019
3336,CRC190281,Complicated Allocation,Bulk Import 25/01/3354,CH\KatieSi,25/01/2019,30/06/2019
3337,CRC190286,Consents with Associated WAPS,Bulk Import 25/01/3355,CH\KatieSi,25/01/2019,30/06/2019
3338,CRC190288,Consents with Associated WAPS,Bulk Import 25/01/3356,CH\KatieSi,25/01/2019,30/06/2019
3339,CRC190324,Under 5l/s,Bulk Import 25/01/3357,CH\KatieSi,25/01/2019,30/06/2019
3340,CRC190359,Associated Permits Assumed,Bulk Import 25/01/3358,CH\KatieSi,25/01/2019,30/06/2019
3341,CRC190377,Under 5l/s,Bulk Import 25/01/3359,CH\KatieSi,25/01/2019,30/06/2019
3342,CRC190388,Consents with Associated WAPS,Bulk Import 25/01/3360,CH\KatieSi,25/01/2019,30/06/2019
3343,CRC190391,Under 5l/s,Bulk Import 25/01/3361,CH\KatieSi,25/01/2019,30/06/2019
3344,CRC190405,Under 5l/s,Bulk Import 25/01/3362,CH\KatieSi,25/01/2019,30/06/2019
3345,CRC190426,Complicated Allocation,Bulk Import 25/01/3363,CH\KatieSi,25/01/2019,30/06/2019
3346,CRC190551,Consents with Associated WAPS,Bulk Import 25/01/3364,CH\KatieSi,25/01/2019,30/06/2019
3347,CRC190624,Under 5l/s,Bulk Import 25/01/3365,CH\KatieSi,25/01/2019,30/06/2019
3348,CRC190641,Complicated Allocation,Bulk Import 25/01/3366,CH\KatieSi,25/01/2019,30/06/2019
3349,CRC190666,Complicated Allocation,Bulk Import 25/01/3367,CH\KatieSi,25/01/2019,30/06/2019
3350,CRC190673,Consents with Associated WAPS,Bulk Import 25/01/3368,CH\KatieSi,25/01/2019,30/06/2019
3351,CRC190683,Consents with Associated WAPS,Bulk Import 25/01/3369,CH\KatieSi,25/01/2019,30/06/2019
3352,CRC190686,Associated Permits Assumed,Bulk Import 25/01/3370,CH\KatieSi,25/01/2019,30/06/2019
3353,CRC190704,Consents with Associated WAPS,Bulk Import 25/01/3371,CH\KatieSi,25/01/2019,30/06/2019
3354,CRC190713,Associated Permits Assumed,Bulk Import 25/01/3372,CH\KatieSi,25/01/2019,30/06/2019
3355,CRC190717,Under 5l/s,Bulk Import 25/01/3373,CH\KatieSi,25/01/2019,30/06/2019
3356,CRC190744,Consents with Associated WAPS,Bulk Import 25/01/3374,CH\KatieSi,25/01/2019,30/06/2019
3357,CRC190795,Complicated Allocation,Bulk Import 25/01/3375,CH\KatieSi,25/01/2019,30/06/2019
3358,CRC190809,Consents with Associated WAPS,Bulk Import 25/01/3376,CH\KatieSi,25/01/2019,30/06/2019
3359,CRC190827,Consents with Associated WAPS,Bulk Import 25/01/3377,CH\KatieSi,25/01/2019,30/06/2019
3360,CRC190856,Consents with Associated WAPS,Bulk Import 25/01/3378,CH\KatieSi,25/01/2019,30/06/2019
3361,CRC190885,Associated Permits Assumed,Bulk Import 25/01/3379,CH\KatieSi,25/01/2019,30/06/2019
3362,CRC190887,Associated Permits Assumed,Bulk Import 25/01/3380,CH\KatieSi,25/01/2019,30/06/2019
3363,CRC190942,Complicated Allocation,Bulk Import 25/01/3381,CH\KatieSi,25/01/2019,30/06/2019
3364,CRC190991,Consents with Associated WAPS,Bulk Import 25/01/3382,CH\KatieSi,25/01/2019,30/06/2019
3365,CRC190992,Consents with Associated WAPS,Bulk Import 25/01/3383,CH\KatieSi,25/01/2019,30/06/2019
3366,CRC190994,Consents with Associated WAPS,Bulk Import 25/01/3384,CH\KatieSi,25/01/2019,30/06/2019
3367,CRC190995,Consents with Associated WAPS,Bulk Import 25/01/3385,CH\KatieSi,25/01/2019,30/06/2019
3368,CRC191020,Consents with Associated WAPS,Bulk Import 25/01/3386,CH\KatieSi,25/01/2019,30/06/2019
3369,CRC191027,Complicated Allocation,Bulk Import 25/01/3387,CH\KatieSi,25/01/2019,30/06/2019
3370,CRC191064,Under 5l/s,Bulk Import 25/01/3388,CH\KatieSi,25/01/2019,30/06/2019
3371,CRC191190,Consents with Associated WAPS,Bulk Import 25/01/3389,CH\KatieSi,25/01/2019,30/06/2019
3372,CRC191193,Associated Permits Assumed,Bulk Import 25/01/3390,CH\KatieSi,25/01/2019,30/06/2019
3373,CRC191200,Consents with Associated WAPS,Bulk Import 25/01/3391,CH\KatieSi,25/01/2019,30/06/2019
3374,CRC191205,Complicated Allocation,Bulk Import 25/01/3392,CH\KatieSi,25/01/2019,30/06/2019
3375,CRC191215,Under 5l/s,Bulk Import 25/01/3393,CH\KatieSi,25/01/2019,30/06/2019
3376,CRC191303,Under 5l/s,Bulk Import 25/01/3394,CH\KatieSi,25/01/2019,30/06/2019
3377,CRC191314,Under 5l/s,Bulk Import 25/01/3395,CH\KatieSi,25/01/2019,30/06/2019
3378,CRC191323,Consents with Associated WAPS,Bulk Import 25/01/3396,CH\KatieSi,25/01/2019,30/06/2019
3379,CRC191331,Complicated Allocation,Bulk Import 25/01/3397,CH\KatieSi,25/01/2019,30/06/2019
3380,CRC191332,Consents with Associated WAPS,Bulk Import 25/01/3398,CH\KatieSi,25/01/2019,30/06/2019
3381,CRC191344,Complicated Allocation,Bulk Import 25/01/3399,CH\KatieSi,25/01/2019,30/06/2019
3382,CRC191354,Consents with Associated WAPS,Bulk Import 25/01/3400,CH\KatieSi,25/01/2019,30/06/2019
3383,CRC191396,Associated Permits Assumed,Bulk Import 25/01/3401,CH\KatieSi,25/01/2019,30/06/2019
3384,CRC191531,Complicated Allocation,Bulk Import 25/01/3402,CH\KatieSi,25/01/2019,30/06/2019
3385,CRC191541,Complicated Allocation,Bulk Import 25/01/3403,CH\KatieSi,25/01/2019,30/06/2019
3386,CRC191577,Complicated Allocation,Bulk Import 25/01/3404,CH\KatieSi,25/01/2019,30/06/2019
3387,CRC191583,Under 5l/s,Bulk Import 25/01/3405,CH\KatieSi,25/01/2019,30/06/2019
3388,CRC191609,Consents with Associated WAPS,Bulk Import 25/01/3406,CH\KatieSi,25/01/2019,30/06/2019
3389,CRC191627,Under 5l/s,Bulk Import 25/01/3407,CH\KatieSi,25/01/2019,30/06/2019
3390,CRC191643,Associated Permits Assumed,Bulk Import 25/01/3408,CH\KatieSi,25/01/2019,30/06/2019
3391,CRC191658,Consents with Associated WAPS,Bulk Import 25/01/3409,CH\KatieSi,25/01/2019,30/06/2019
3392,CRC191677,Complicated Allocation,Bulk Import 25/01/3410,CH\KatieSi,25/01/2019,30/06/2019
3393,CRC191678,Consents with Associated WAPS,Bulk Import 25/01/3411,CH\KatieSi,25/01/2019,30/06/2019
3394,CRC191679,Consents with Associated WAPS,Bulk Import 25/01/3412,CH\KatieSi,25/01/2019,30/06/2019
3395,CRC191698,Complicated Allocation,Bulk Import 25/01/3413,CH\KatieSi,25/01/2019,30/06/2019
3396,CRC191774,Complicated Allocation,Bulk Import 25/01/3414,CH\KatieSi,25/01/2019,30/06/2019
3397,CRC191802,Consents with Associated WAPS,Bulk Import 25/01/3415,CH\KatieSi,25/01/2019,30/06/2019
